Commit Hash,Widget Name,Author,Time
6e65111fbb3ef846c8371e83c7950322984bcc2f,Tooltip,contribut3.near,2023-04-19
8ba67006c657ce1fc11d5cc167b2e1e616c31a7f,Tooltip,contribut3.near,2023-04-19
cf9c1d2cf75b5292bc5764c1b89a145566772676,Tooltip,contribut3.near,2023-04-19
430629a58dc9224fb91ce246210effb91a85a1e3,Tooltip,contribut3.near,2023-04-19
31e88b0c2b77442cb3bc5bb3c497bd5227926296,Tooltip,contribut3.near,2023-04-19
a9eb0731ea75fb96c32ff236a4eb82049ac453a9,Tooltip,contribut3.near,2023-04-19
0a4192ebbf951ebb9cf369742fce4ae734a3c531,Tooltip,contribut3.near,2023-04-19
59d7152fe6cadc442f8f63877741bd4273f03dde,Tooltip,contribut3.near,2023-04-19
0e97c51d70f513972a77ca444175b87bdabe0873,Tooltip,contribut3.near,2023-04-19
e0b2ec0af6726ba575b92f2af6db6644bc7aa655,Tooltip,contribut3.near,2023-04-19
1022592b9c035b1c625f3d7747ff6d584e5b03e5,Tooltip,contribut3.near,2023-04-19
10db50dbcc3538bea3bf58b0fbd1d349057ab670,Tooltip,contribut3.near,2023-04-19
9dec5cc46065f1eec89ef22deb7926fa1b16a19e,Tooltip,contribut3.near,2023-04-19
49c9bfbc960fa76d925fec097ace3364b6d99c12,Tooltip,contribut3.near,2023-04-19
b204d3baec7ca8d66e2d1c9a1b1a58de0834d2d8,Tooltip,contribut3.near,2023-04-19
94a98a3d5b2c1db56777d550d7d2c1fa202d030e,Unknown Widget,Unknown Author,Unknown Time
311ac1253127ee15ba2d7a48ce11faeb02dcb327,Unknown Widget,Unknown Author,Unknown Time
a96008b27c029b7116547ed02a330178ba9eea3d,Unknown Widget,Unknown Author,Unknown Time
2c18c398d67c529002d7a55446375aa472c65a46,Unknown Widget,Unknown Author,Unknown Time
21174bc4015169143ab6e354b365d35cc38bd9e6,Unknown Widget,Unknown Author,Unknown Time
c403fcec72dd86a34f74081b0d751f8caa9e5726,Unknown Widget,Unknown Author,Unknown Time
80ad9d93a4695ecf6cd7a45041d5e203f18cc2fe,Unknown Widget,Unknown Author,Unknown Time
45e61cc58e39b30f5d3a190ec7dc0d142aed55fb,Unknown Widget,Unknown Author,Unknown Time
ccc3710d19085568671df6556a37b13816cc3d92,Unknown Widget,Unknown Author,Unknown Time
a20b79568a22244e3005970f5897aafef6951295,Unknown Widget,Unknown Author,Unknown Time
522cd397e4c66255c9581e1ea11f9f0ba2872aa3,Unknown Widget,Unknown Author,Unknown Time
879dc931ffd52e8d381e18ce54ffce6951f30fc8,Unknown Widget,Unknown Author,Unknown Time
94ee1c2eba787b165df4449df27aba58fa8a73e2,Unknown Widget,Unknown Author,Unknown Time
bd25e17b4dbdc4a4eb003ad37401a07729fe3c08,Unknown Widget,Unknown Author,Unknown Time
c8a957e4634fb3e3983e3349a71909efe9fae8fe,Unknown Widget,Unknown Author,Unknown Time
eed4c389ca1e102198ffd3b7bc09df6b13bcc388,Unknown Widget,Unknown Author,Unknown Time
c2578241eda5ce15e7199f2fa22f770fc7c0b225,Unknown Widget,Unknown Author,Unknown Time
5ba0aaacbdaa6098b1f0c6ea3ec81cf36c9a75fb,Unknown Widget,Unknown Author,Unknown Time
f972cc594963e6c5db3358517ebebfb9ff564294,Unknown Widget,Unknown Author,Unknown Time
e259b4f81a0c0bc277ab6723ea68f33f06af7a98,Unknown Widget,Unknown Author,Unknown Time
f0c7ca69db2800e708fe86b0c7308573b126680c,Unknown Widget,Unknown Author,Unknown Time
1f601c453b3e0ab9290c5c50aca317c860585528,b,rodrigos.near,2023-04-14
e0049ca352afb1422675b7c036f14f4fcc8d9aab,b,rodrigos.near,2023-04-14
9480f11bf55393399eaf7059b1f79f43e3579f58,b,rodrigos.near,2023-04-14
d4a450f2067d74f8c2b3c612d6b7a64dd5ca1444,b,rodrigos.near,2023-04-14
a096f372c6ad7d6bd262fde010ca06c62f29814b,b,rodrigos.near,2023-04-14
042490eafe3062a318341ae89cb548f41b3fc528,b,rodrigos.near,2023-04-14
4d6e399cfbf152891b98f7a6773cdfe0cf0cf646,b,rodrigos.near,2023-04-14
1239d77501e559f22d84ddff655a0d5e7f7bad86,UncachedMergedIndexFeed,efiz.near,2023-04-21
a36ee34f5beee6821f7d1ceeadabc4f455f0cb0b,Vendor.Card,contribut3.near,2023-04-25
8d46e5fed0d82cfee1b0950546a4790dbb0f7924,Vendor.Card,contribut3.near,2023-04-25
63f272ae3ae3e403ae51dcdce9be7ba254fbd7ce,Vendor.Card,contribut3.near,2023-04-25
4adbaeaa3e5f3ea342c95bdb64c390893d7c4d67,Vendor.Card,contribut3.near,2023-04-25
35352a27cf2c2ec6dec0f4ba9b40ae65fcf1e87c,Vendor.Card,contribut3.near,2023-04-25
74854cfb27260719303c04fe26e8d98615bb1020,Vendor.Card,contribut3.near,2023-04-20
1b7246f71eeb07783428a619447f1fc3d195c511,Vendor.Card,contribut3.near,2023-04-20
b3486a660ffffd8b8f717ac10297955e1f8cc9a8,Vendor.Card,contribut3.near,2023-04-19
f52d4bd876a0deee2786a035c07633ff93a69b45,Vendor.Card,contribut3.near,2023-04-19
184054c5b1558f05f6543fc25badbb33c1de06ba,Vendor.Card,contribut3.near,2023-04-19
a1326150ca1f8531e1f42d9b2ad988d63b8f36a9,Vendor.Card,contribut3.near,2023-04-19
87d7027a7e4572dc21cd7a4772623d9f15b3d4fc,Vendor.Card,contribut3.near,2023-04-19
93e46748afe5f3b24395f27d25f7a3e5165c03da,Vendor.Card,contribut3.near,2023-04-19
627f08f8245f2cf55d2076d02ea82d6b3dc82b9d,Vendor.Card,contribut3.near,2023-04-19
b3ce51e7e4685385b4eb2155e23bde7767a82bcd,Vendor.Card,contribut3.near,2023-04-19
f73991502696897e4f9da2d9b8954144f97a5022,Vendor.Card,contribut3.near,2023-04-19
6d128f0b14824bfa47ce7af96f9608df150061c2,Vendor.Card,contribut3.near,2023-04-19
2bb51e2a4b850311e865aa466a7c79b1229d34d0,Vendor.Card,contribut3.near,2023-04-19
fddb61223c266dd36d821861945dc56da3db4b9a,Vendor.Card,contribut3.near,2023-04-19
ca3fa856b81a7ea95300c54af7c510d3fdc3d107,Vendor.Card,contribut3.near,2023-04-19
6d33b5b41af0b4bce8d4502cffa7d688b999c9eb,Vendor.Card,contribut3.near,2023-04-19
31f45dbcdcb4f41387812559bbd4cf79f93a4209,Contribution.Card,contribut3.near,2023-04-20
9a1e1590562b14a31e0394498c73a4ac98ed33a9,Contribution.Card,contribut3.near,2023-04-20
ee24200acd5a7da72cfe52be5ec865219e208c3f,Contribution.Card,contribut3.near,2023-04-20
51b855ee2a1d38287110f121f949ef51e2b80dd0,Contribution.Card,contribut3.near,2023-04-20
f7d30d9a82cc3d0b1d92b0d001540e3979e03290,Request.CreateServiceRequest,contribut3.near,2023-04-21
b90ecf33a640c4f8d25dc5f4c050b3c5bc17ac6f,List,contribut3.near,2023-04-26
60618cecc1bd1848f03be17ba71c876315f3a4aa,List,contribut3.near,2023-04-26
86889759e81f44d403e75af29696ce7e5d968aec,List,contribut3.near,2023-04-26
e0366219c5dd74fafda0cf28e7471072de788c9c,List,contribut3.near,2023-04-26
16142b3368d917fb9e9286004b7c17b321252acf,List,contribut3.near,2023-04-26
e72b6cfe1d2521e3aeb397d47d7709c37a1f1881,List,contribut3.near,2023-04-26
1cfb17b50232a24e5a5aab7cfe0fa6c6e54fc4fe,List,contribut3.near,2023-04-26
ebf5795b5e981c13bf5e8b11310296bf78f0a0c7,List,contribut3.near,2023-04-26
68b41eb3db0372324a586450f143b0ccae698f1b,List,contribut3.near,2023-04-26
e1c17ba6dfa15e66f394d0a8853a0ad4165005ad,List,contribut3.near,2023-04-26
204640e29e784500029ade41f89752f74495edaf,List,contribut3.near,2023-04-26
9f8df05dedd0f266aac190cd587d886309544369,List,contribut3.near,2023-04-25
b6b1d3c33106220b8cf4f1506c945200341c4470,List,contribut3.near,2023-04-25
442ec4b1954b6e015995e54542225656d87334a7,List,contribut3.near,2023-04-25
399e2ba2fc1c544fecb832b67f03b80983478f1e,List,contribut3.near,2023-04-24
67bd2419c2897e456e218cec58ea64fa2afdcc09,List,contribut3.near,2023-04-24
03906c45dc235e8f82c89565a5b6b428357c10af,List,contribut3.near,2023-04-24
049f99b1c52ccb3c9322b91149fa24f9b62daaf5,List,contribut3.near,2023-04-24
5d717d43345eff64639f75d6911685602d7ce607,List,contribut3.near,2023-04-24
6458f528eccb741d1c99361d408a2ee11c8dee25,List,contribut3.near,2023-04-24
fb7599efd7a0279ea93e3b9a49bc09fa5b6b961d,List,contribut3.near,2023-04-19
41bbb01a8652058347c9fc2938dff281d4902c9f,List,contribut3.near,2023-04-19
c532a8a48d441d77924cc0947fd30e9babccf4d2,List,contribut3.near,2023-04-19
5562111d5425501fb98f74b6ed26ec088ede366b,List,contribut3.near,2023-04-19
7b4e81fa37bec7c4509d6e2996da53b18225082d,List,contribut3.near,2023-04-19
fb57f0eb69ffdd5e038641984acbc58393be9e16,List,contribut3.near,2023-04-19
d70bd25f8896c5d2e75302aa456d0f87ee0b8c6a,List,contribut3.near,2023-04-18
412bd879be25c96c75fe061eb1e0434ec2f5160c,List,contribut3.near,2023-04-18
d136f9f902f11f16ce1121ce93deb8408a3566e1,Unknown Widget,Unknown Author,Unknown Time
25f0518d6a2cd05aaa6307d594ddff201cc98898,Unknown Widget,Unknown Author,Unknown Time
922658759c7ac8c614573c9cc3af437c8ce08b16,Unknown Widget,Unknown Author,Unknown Time
968819733e2caa89a1ac89b70fdf45844e1e53d9,Application.AdminCard,nearhorizon.near,2023-05-04
7c5d0ea12f117948ba86b9bf5bc174fa83cdad9f,Application.AdminCard,nearhorizon.near,2023-05-04
d74b4343f0bdbff99a574fd04afc20590317ddf7,Application.AdminCard,nearhorizon.near,2023-04-28
b851e31b39cd5be3557b98b6a132ec2f2a21a25b,Application.AdminCard,nearhorizon.near,2023-04-28
6f19205a272520cfc0b37c249914ce2973ffc8c9,Application.AdminCard,nearhorizon.near,2023-04-26
d6bf6bd5f4ab2915270fe11779aae053270a25dd,Application.AdminCard,nearhorizon.near,2023-04-26
889183a91cacac2f898fccf02a33b76457d695c5,Application.AdminCard,nearhorizon.near,2023-04-26
fbec514e271190664ccec6ff6a049263ce58f59a,Application.AdminCard,nearhorizon.near,2023-04-26
14df1bda4062f7b610c496276cfef994b140b176,Application.AdminCard,contribut3.near,2023-04-28
8f1d41597ae163ae05de54e26a283e58fc276026,Application.AdminCard,contribut3.near,2023-04-26
c6b50f5a2708300391373b474fcb4bb0f35359ea,Application.AdminCard,contribut3.near,2023-04-24
34b64d6e5b2d640e44993915c945bdbf4fcccbcf,Application.AdminCard,contribut3.near,2023-04-19
34152a7a5629fb48a850ffeb3d9d3fe23a51e4e2,Application.AdminCard,contribut3.near,2023-04-19
cb7c77a3cdd0b68ab5adbc375daa565f27b3d53d,Application.AdminCard,contribut3.near,2023-04-19
ea13f72343c10134fc10ccce0b361bd392ac4544,Application.AdminCard,contribut3.near,2023-04-19
e7f62991eae4b6ce8aa55bee5f29fe8573cac8ef,Application.AdminCard,contribut3.near,2023-04-19
80e7222d7400cfdb16a894752c93c1efc784657f,Application.AdminCard,contribut3.near,2023-04-19
df3e3dfa49173330d6b7070f50a29069d6bc5fe5,Application.AdminCard,contribut3.near,2023-04-19
4f52a5ea1c9c2c7445961d5be0ed31e9f35613d7,Application.AdminCard,contribut3.near,2023-04-19
2c3dec0077f0f549c773635be203a364aa6de763,Application.AdminCard,contribut3.near,2023-04-19
0d785d37e9e9ac649b086d087eabbcb1a28a8be1,Application.AdminCard,contribut3.near,2023-04-19
a6d10225bde60afec15ec0051fac9fe72b85a059,Application.AdminCard,contribut3.near,2023-04-19
90e922b9fda6fd980e7fc85d4256e474426abfa5,Unknown Widget,Unknown Author,Unknown Time
ce5215ae72048617980101388db85b0e3d742d26,Unknown Widget,Unknown Author,Unknown Time
9106882c52a8d7d1c48e1ed3ff88daadf9df47de,Unknown Widget,Unknown Author,Unknown Time
261ab262437a47e9b0941c0d148610da04fdac2e,Unknown Widget,Unknown Author,Unknown Time
743bb600555db268e12073a8e7482ff02e51de54,Unknown Widget,Unknown Author,Unknown Time
a065b9a58f18d9771594bb3b596cb97e5f75beae,Unknown Widget,Unknown Author,Unknown Time
d0fc01454cba5d0b5fe6230a9b571ba616a79733,Unknown Widget,Unknown Author,Unknown Time
decbbb5c4ef006ecd5e482c3bb6f7e12d0048de6,Unknown Widget,Unknown Author,Unknown Time
c96ac2aa0d735b05b87a693e8294ac8130a79de8,Unknown Widget,Unknown Author,Unknown Time
4068157e7a59b2de81bd4ed2ae848cc473507a14,Unknown Widget,Unknown Author,Unknown Time
1966c38171ec3f537a34d36592cb3957f6283a19,Unknown Widget,Unknown Author,Unknown Time
eea33c30432e16c9adbe7f28f9d3f0262033b83b,Unknown Widget,Unknown Author,Unknown Time
a6ef2b27cb99b4cf093c5e89ad4fdf6b4046fda4,Unknown Widget,Unknown Author,Unknown Time
f9e61c1f8c6d36abdbc51d4a39c220f7e7fc6db5,Unknown Widget,Unknown Author,Unknown Time
524c46f6bda307aada61708e6025ce1221392bab,Unknown Widget,Unknown Author,Unknown Time
0061c5141df93391f3603cedc61f1b56907c99ca,Unknown Widget,Unknown Author,Unknown Time
ecaf347e211cfad3543c4f1f822d2d3e29cdd354,Unknown Widget,Unknown Author,Unknown Time
ec13143645754dbbd27cc6bae6816012426738c8,Unknown Widget,Unknown Author,Unknown Time
e065d83c77f9877da0714f8f7a40fc8b07169a91,Unknown Widget,Unknown Author,Unknown Time
cfe6e670eb2d3c35cefb1f53b4227655dec6ddf9,Unknown Widget,Unknown Author,Unknown Time
dccb9b59124a62d5ebc95e4fa9acc50e59e3ec32,Unknown Widget,Unknown Author,Unknown Time
81b3b2e614769911794896c07c20b49eca4b618e,Unknown Widget,Unknown Author,Unknown Time
37e81e82b55563166436daba402c87488f39fa57,Unknown Widget,Unknown Author,Unknown Time
92cd827576cc02d7d121f64a54233a5e418c5b3f,Unknown Widget,Unknown Author,Unknown Time
fa204921df292e7cbc4c323e64b7c7e9f15bcd1c,X1,golas.near,2023-04-19
86f5c3b7ec3c100bf0017fc4c13fbd69d3aa0b79,X1,golas.near,2023-04-19
31257eb08613e7e0c5fa813e077351af5b247538,X1,golas.near,2023-04-19
84a34b33d2293dcd06d218b207b703565052cdc3,X1,golas.near,2023-04-19
495e2d702adf4491c0db2f8724458671aa7c671c,X1,golas.near,2023-04-19
309ad087aff3e57cd54808a88320f1eca34b7610,X1,golas.near,2023-04-19
03c9b94cda651ab863ebdef3372a351fdab9694c,X1,golas.near,2023-04-19
46b0683840358425d15b46286ce7d635c253880b,X1,golas.near,2023-04-19
c52cc4ce301fc6ba56d57510d3b9516129cb34c1,X1,golas.near,2023-04-19
effcf451a2121304f74cc041d543d6fee544ebbd,X1,golas.near,2023-04-18
cc767b984059cef634d6fb000f5d600d091e4784,X1,golas.near,2023-04-18
f5466b8d90dc1eaeb34ea6643a571bd5dacd65d7,X1,golas.near,2023-04-18
125c39cf40774e76a1605d4773894442784aaf63,X1,golas.near,2023-04-18
c4f1bb9ae4b3daeae06988c4771cb837c2e84cfb,X1,golas.near,2023-04-18
aedcb1c8e68dd3f447d787c26f570f1937cd724e,X1,golas.near,2023-04-18
edb706a31762d100baf9618177f117ab6fa86026,X1,golas.near,2023-04-18
9ce1eff3b8fabe8f7ddf344368c239ff5564d499,X1,golas.near,2023-04-18
d55f12295caba9e419b8b45da9d12b48c6863f3f,X1,golas.near,2023-04-18
95c2f50927fc02bc93ab2def55baec23bb2759b8,X1,golas.near,2023-04-18
5ae5e43eec251a07609a439ac4b2c3fb3bb95333,X1,golas.near,2023-04-18
a78dfc354bdf5d3e20062f08a786d6b1fb673acf,X1,golas.near,2023-04-18
8bbe5719da83d0e5b91ed5b806a6c0af66cb50fd,X1,golas.near,2023-04-18
6e63e96b07f3e2f4a605f3412b973a71c96b353d,X1,golas.near,2023-04-18
dd7856dedfd8ebed4e5987f40cd8ffb39b8e5ce7,X1,golas.near,2023-04-18
4315f6c56c2007db94f4bcd148631cbd6c8d4d02,X1,golas.near,2023-04-18
d8a578bba7ac02ec1504336632923624fa3bbecd,X1,golas.near,2023-04-18
3eb45f33d9a8cce38de25000b80217d9a356de23,X1,golas.near,2023-04-18
8c514cd35b281de104da764f2a9bb4e0984ebe5f,X1,golas.near,2023-04-18
9c9db8866c637cf6675e0e6995f3dfefa063e8ea,X1,golas.near,2023-04-18
d4debbb6df76074511aea2837d75e9dc519e3042,X1,golas.near,2023-04-18
9db8cc512d422de891731b7695fed2d0f6c91b15,X1,golas.near,2023-04-18
fa3f5991c71f31a011a5876412edf6ea5cf6b6ca,X1,golas.near,2023-04-18
5c7e96b8d1fe25263039910a9b2049165cddd873,X1,golas.near,2023-04-18
672d6205b165821c877cd0b0d07e9d049bd10e76,X1,golas.near,2023-04-18
f6db9f921bff3b9f68a895e3ec0c0abccc9544f4,X1,golas.near,2023-04-18
541cbd0e200c1cce3a939df0454babc0ba749dba,X1,golas.near,2023-04-18
61237b0963e1566c3cc553dff81205cf11815078,X1,golas.near,2023-04-18
e0c872b1b40cf2d21bf9506bba00f4b4416acee1,X1,golas.near,2023-04-18
c6fc5bcfbb1c7d174b3c871799977799eeecf3c4,X1,golas.near,2023-04-18
b1bfde75b2aff3b8d110286b0e9cd1edb27bb768,X1,golas.near,2023-04-18
f4c70f676a85785c01b0152f9f53f075e686a4e6,X1,golas.near,2023-04-18
4cdfaa083445fd8ddf47f3a3725647c3a2f174dd,X1,golas.near,2023-04-18
0df21e8fc5397c0cfc23dacc889307b1bb0cfda8,X1,golas.near,2023-04-18
611585e2be668f137b86347bc361e805b639fee2,X1,golas.near,2023-04-18
39595d5864b9773231d216b9cc49d13e2507cd96,X1,golas.near,2023-04-18
ae213ca945896cef67b16db20f18ac245a0017b7,X1,golas.near,2023-04-18
61e95e1224f116984be3b30c5b30d1e4060bb7d1,X1,golas.near,2023-04-18
688862bc79f381993847b4fd91573d56915b0eb0,X1,golas.near,2023-04-18
c05e87477ae2f967ba3926312a3fc9c66aa671e2,X1,golas.near,2023-04-18
cdc74bbe56b0d27a99ba11dbca032e764a8078a3,X1,golas.near,2023-04-18
c001afb2068e16beff069b0227d7894fea6db503,X1,golas.near,2023-04-18
042df4f9a278d120f4603185231b0a4b0642ea4f,News.Post,hack.near,2023-04-24
e6df082e0da43a0c28daa1dd34d9b7a8ba8c6ca5,News.Post,hack.near,2023-04-24
498b96edd22bad846cdc6869a7d7bc9927fdb240,News.Post,hack.near,2023-04-24
303243a110c438d4fbfde9dda5f90ac09051981d,News.Post,hack.near,2023-04-24
1e71de731dbe4b7e721150a01090e607b0a0b61f,News.Post,hack.near,2023-04-24
bad3e3b674874e93935d961cfb25d00771bb0533,News.Post,hack.near,2023-04-24
399114ff0bb15bbb78a9a10270ee1925c085e47e,DAO.Post,nycdao.near,2023-04-25
96030380c833b7668ee09cd144b304ce73eb1c23,DAO.Post,hack.near,2023-05-02
32fe8cf0ceffe56a05c20c8d6f4efa73c51d41fb,DAO.Post,hack.near,2023-05-02
f8ee162310aa12d0f5f9f7c1b0ce111faa0fda7c,DAO.Post,hack.near,2023-04-25
0531a8fa9d14b81168732d39843f2f7d7c567526,DAO.Post,hack.near,2023-04-25
72105a8c27df03be2fb3ebfe41a60ab599774d70,DAO.Post,hack.near,2023-04-25
179ce946b81076b2abfecd390c507debd25787df,DAO.Post,hack.near,2023-04-25
c58275fb3af5b9f3e603c316cc8cec688342b1d6,DAO.Post,hack.near,2023-04-25
9759afa3cb9083e856fd8bb7b476b94b92da2959,DAO.Post,hack.near,2023-04-25
bb87a3c0b289446f88842c921f139ddb8bda5b2f,DAO.Post,hack.near,2023-04-25
05f0e142c4df3f3f600be4571f8b2cc1d114d1c0,DAO.Post,hack.near,2023-04-24
d133ed382e2d7448ec36a0093bd8cae26911bc13,Heroes.ClaimData,nearweekapp.near,2023-05-02
7dad6f62de2feb8e399f21173d798a59c735c426,Heroes.ClaimData,nearweekapp.near,2023-05-02
908f34fc09427b267011cef71b58e998532e6872,Heroes.ClaimData,nearweekapp.near,2023-04-29
1d745b87bea420853bcafa0e51a76d17b59b44cd,Heroes.ClaimData,nearweekapp.near,2023-04-29
51d729baf92b140e1378fc0f12b7a9af40bd3648,Heroes.ClaimData,nearweekapp.near,2023-04-29
2e27c6b0c68215d643cfbcf4e945c0d03cfed3eb,Heroes.ClaimData,nearweekapp.near,2023-04-27
9dade888d8792574dc733a19177f4d3a171430c4,Heroes.ClaimData,nearweekapp.near,2023-04-27
e03fc8123e3dd2b6501ed2145c0d178a11002c20,Everything.Template,evrything.near,2023-04-19
9558e3106b75ded0ec3b72317c774ddcf4356325,RenderTestRoot,andyh.near,2023-05-03
76c984a95191fa3f68483b8f9380ce443163f750,RenderTestRoot,andyh.near,2023-05-02
0d2ce3d8812aaab8a04c438769133bac3c20a580,RenderTestRoot,andyh.near,2023-05-02
4ce345ebc6a949db081bc97cfed3b38a2837dd64,RenderTestRoot,andyh.near,2023-05-02
3d61991723c171ff9ea218b73bbb055f824c7e0b,Inputs.AccountId,contribut3.near,2023-04-26
21055cd21e102b5c46426e7435fac93716b6270d,Inputs.AccountId,contribut3.near,2023-04-21
b27bfb1df97bfc2882c32bbec179a38871e2a0d0,Inputs.AccountId,contribut3.near,2023-04-21
95971b8b98d6f236bbb8201684bd2256779e816e,Inputs.AccountId,contribut3.near,2023-04-21
ba77bd6db916a99215d907c37939928969dfbedd,Inputs.AccountId,contribut3.near,2023-04-21
bc240103267487edee21f8d4a8b7daaaa424b339,Inputs.AccountId,contribut3.near,2023-04-21
d78186070f93da030e927c9b4a25eef2fed8d323,Inputs.AccountId,contribut3.near,2023-04-21
408a7960f9a4c8db21f43a2e0440a02d3c83e65e,Inputs.AccountId,contribut3.near,2023-04-21
396b2f58bb5f3ade2e03dac16da89863b48884f9,Inputs.AccountId,contribut3.near,2023-04-21
c2c28c96d71e05902b00fceaf17166150ec4bbe2,Inputs.AccountId,contribut3.near,2023-04-21
43638b25c58ece6bedf52e9ab998cb5a86a3d4fa,Inputs.AccountId,contribut3.near,2023-04-20
89fc2180d0da061ca9734f7aa37e37f4c9c658c4,Inputs.AccountId,contribut3.near,2023-04-20
060107fe018f226ebe0d6aa352d3ac0749d5ae11,Inputs.AccountId,contribut3.near,2023-04-20
f6d0c8f189fbe4ecdcad26f825c1ec7c6f3cc08f,Inputs.AccountId,contribut3.near,2023-04-20
dc62722757d13cb65626ec4143009b9c11f02fb9,Inputs.AccountId,contribut3.near,2023-04-20
943f5a4282de695705c8864811257519955c7175,Inputs.AccountId,contribut3.near,2023-04-20
a0260791ad4eaaaf8a11b57c35bbeb0011a50977,Inputs.AccountId,contribut3.near,2023-04-20
5180d54585d2c69826ca1946b5f4d8e41f806ffe,Test.View.Page,efiz.near,2023-04-14
48cf62bbe36f62cfa4bbddb5a52514d3772f45d3,Guide.Header,hack.near,2023-04-14
c94287936cf6b2de7c5c3694d568dcb134c94608,Guide.Header,hack.near,2023-04-14
da83144061d1964b4e0ac7b85c7ed112b1cac7d9,Guide.Header,hack.near,2023-04-14
674cf42f3b449fbc5674010761bbad647e530fd9,Vendor.Progress,contribut3.near,2023-04-21
5908fd4ac67d13fb49d5d8bfe29db1dc960864dd,Vendor.Progress,contribut3.near,2023-04-20
9902c8e7640b1ecd0deab59abfdbad24af456c89,Vendor.Progress,contribut3.near,2023-04-20
8ba9e46c373f15a2805016b6af75e0798f77c5db,Vendor.Progress,contribut3.near,2023-04-20
ddfbdd33f178a2779cf09b12d9185ffcede902a3,Vendor.Progress,contribut3.near,2023-04-20
55a94ff60e9c4e07971272c51c156164df4ebc86,Vendor.Progress,contribut3.near,2023-04-20
0a875e0dcda2c825908d244f8765759e0c42f675,Vendor.Progress,contribut3.near,2023-04-20
db9a2241bb46355b3544ee79ec4f20102f02dce7,Vendor.Progress,contribut3.near,2023-04-20
25ce40e618f6c25794909c9f2f7391526df2bd71,Vendor.Progress,contribut3.near,2023-04-20
bea9224c7c33459b311b96714f463adafb0a28e7,Vendor.Progress,contribut3.near,2023-04-20
27a3dc6fa47669a2054ce8bc7374d36ee188d856,Vendor.Progress,contribut3.near,2023-04-20
70fbfeee0c5c100701f50c0172cd76ed5ad1d01b,Vendor.Progress,contribut3.near,2023-04-20
0944067e7c21d353d5adb65e7c2573c7765b4845,Vendor.Progress,contribut3.near,2023-04-20
f8c3ffb3b351eec46e0057e66b9d5777067f23a9,Vendor.Progress,contribut3.near,2023-04-20
87547a84913ec987cceedc82c330dae2705ba651,Vendor.Progress,contribut3.near,2023-04-20
3add5b42ea436d6b6ef8afaa61ddf22e7ec9cf57,Vendor.Progress,contribut3.near,2023-04-20
8ed3e619e0d2205697a94331cac6c0a802afda1e,Vendor.Progress,contribut3.near,2023-04-20
31143181b7bb051de02bf900b23878e7bc8757af,Project.People,nearhorizon.near,2023-05-04
40c146f2eca1cdf6c9c186074734d2a8006e7ecd,Project.People,nearhorizon.near,2023-05-04
523bbba0cae05706a81138945b535c7e733a5e47,Project.People,contribut3.near,2023-04-25
56210e8d2558652b16452e54a4888e6473f4d015,Project.People,contribut3.near,2023-04-25
461dec14b6d16de8011a3fa6d468c1bec5445922,Project.People,contribut3.near,2023-04-25
5473bc4bf19384b603e7992eb1ca39b817516d5f,Project.People,contribut3.near,2023-04-25
56a386211b855309f25c0901a9b7bb85d25b2c85,Project.People,contribut3.near,2023-04-25
acc41675ca91582ec15f13ca6b00e425218a9ca3,Project.People,contribut3.near,2023-04-25
00ed8da197b08c83b7bd1202323809e0e8d2d5e2,Project.People,contribut3.near,2023-04-25
b840c46ecebcc31459abe30e7b716de6f17d6d82,Project.People,contribut3.near,2023-04-25
307f18da4aeddcfc6bac1e288b6cf02ff96f27bc,Project.People,contribut3.near,2023-04-25
23eadc511eb5d1488068b3557babb8adc08ec297,Project.People,contribut3.near,2023-04-25
19339e6f5b12fa89e713acc5f40ce3a3f55322df,Project.People,contribut3.near,2023-04-25
f4e5cfcbb454ee49f0a57a48f0634517c0f9fd5f,Project.People,contribut3.near,2023-04-25
d3be6c1a12d14af164a7d0b3517b93e0a33290ec,Project.People,contribut3.near,2023-04-25
81222a9b290c649834c1dbf464f09d5832588678,Project.People,contribut3.near,2023-04-25
8a9bd1d18e3aa89b91a4d1bbc6e9e14bef738cf4,Project.People,contribut3.near,2023-04-25
0d435ca2dbe2064e522b97ad3d69f1a948d2c11f,Project.People,contribut3.near,2023-04-25
b889b6b7224989c78fcd1e1f7a9b0f3c0108088a,Project.People,contribut3.near,2023-04-25
ccf6839680b519bf428fdff49df325e7ff732a8b,NestedDiscussions.Preview.LikeButton,ae40cb52839f896de8ec2313e5d7ef5f3b05b9ebc474329fa3456eec32126055,2023-04-25
664c3cce02be45caaff503ac00926670f905100c,NestedDiscussions.Preview.LikeButton,ae40cb52839f896de8ec2313e5d7ef5f3b05b9ebc474329fa3456eec32126055,2023-04-25
e52e2a554344bdb870158839e4b04a9d1424a7aa,NestedDiscussions.Preview.LikeButton,ae40cb52839f896de8ec2313e5d7ef5f3b05b9ebc474329fa3456eec32126055,2023-04-25
162ba09a8966a3dfc3e381f9bb9d7f34b3e10182,NestedDiscussions.Preview.LikeButton,ae40cb52839f896de8ec2313e5d7ef5f3b05b9ebc474329fa3456eec32126055,2023-04-19
71aa14f4eea5e388d3f601228c44d6080db4eae4,NestedDiscussions.Preview.LikeButton,ae40cb52839f896de8ec2313e5d7ef5f3b05b9ebc474329fa3456eec32126055,2023-04-18
2b692847a5bbc2b5a9b9b926ca1c6d2c15469a1b,Unknown Widget,Unknown Author,Unknown Time
